id_szkoly,lat,lng,geolocalizer_count,location_type
14575,53.0800041,18.226819,1,GEOMETRIC_CENTER
14576,53.07453839999999,18.249512699999997,1,RANGE_INTERPOLATED
14577,53.34808899999999,18.420565,1,ROOFTOP
14578,53.0839623,18.223743600000002,1,ROOFTOP
14579,53.349689500000004,18.436035,1,RANGE_INTERPOLATED
14580,53.34871500000001,18.438181,1,ROOFTOP
14581,53.349252,18.419045999999998,1,ROOFTOP
14582,53.3957348,18.575686800000003,1,APPROXIMATE
14583,53.32529,18.4345468,1,GEOMETRIC_CENTER
14584,53.2746015,18.4567286,1,GEOMETRIC_CENTER
14585,53.2834157,18.687979300000002,1,GEOMETRIC_CENTER
14586,53.2526054,18.561944399999998,1,APPROXIMATE
14587,53.3378921,18.587217000000006,1,APPROXIMATE
14588,53.3378921,18.587217000000006,1,APPROXIMATE
14589,53.212425100000004,18.3864275,1,GEOMETRIC_CENTER
14590,53.10596700000001,19.052034,1,ROOFTOP
14591,53.11721499999999,19.05094,1,ROOFTOP
14592,53.10634930000001,19.0542628,1,ROOFTOP
14594,53.15838000000001,19.0557579,1,APPROXIMATE
14595,53.151019999999995,18.901429999999998,1,GEOMETRIC_CENTER
14596,53.0860174,19.1694848,1,APPROXIMATE
14597,53.0012206,19.142794,1,APPROXIMATE
14598,53.48374860000001,18.753565,1,APPROXIMATE
14599,53.4211432,18.7850722,1,APPROXIMATE
14600,53.48374860000001,18.753565,1,APPROXIMATE
