id_szkoly,nazwa,adres,miejscowosc,kod_pocztowy,poczta,typ_szkoly,publiczna,dla_doroslych,specjalna,przyszpitalna,wojewodztwo,powiat,gmina,id_wojewodztwa,id_powiatu,id_gminy
16071,Zespół Szkół w Mikluszowicach – Gimnazjum w Mikluszowicach,228,Mikluszowice,32-708,Dziewin,gimn.,True,False,False,False,małopolskie,bocheński,Drwinia,12,1,3
35004,Zespół Szkolno-Przedszkolny w Świniarach Szkoła Podstawowa im. Marii Konopnickiej w Świniarach,74,Świniary,32-709,Drwinia,SP,,,,,małopolskie,bocheński,Drwinia,12,1,3
35005,Zespół Szkolno-Przedszkolny w Drwini - Szkoła Podstawowa w Drwini,173,,32-709,Drwinia,SP,,,,,małopolskie,bocheński,Drwinia,12,1,3
35006,Zespół Szkolno-Przedszkolny w Dziewinie Szkoła Podstawowa im. Henryka Sienkiewicza,231,,32-708,Dziewin,SP,,,,,małopolskie,bocheński,Drwinia,12,1,3
35007,Publiczna Szkoła Podstawowa im. Władysława Reymonta,134,Grobla,32-709,Drwinia,SP,,,,,małopolskie,bocheński,Drwinia,12,1,3
35008,Zespół Szkolno-Przedszkolny w Mikluszowicach - Szkoła Podstawowa w Mikluszowicach,228,Mikluszowice,32-708,Dziewin,SP,,,,,małopolskie,bocheński,Drwinia,12,1,3
16076,Zespół Szkół – Publiczne Gimnazjum,100,Sobolów,32-742,Sobolów,gimn.,True,False,False,False,małopolskie,bocheński,Łapanów,12,1,5
16074,Publiczne Gimnazjum im. Janusza Kuliga w Łapanowie,196,Łapanów,32-740,Łapanów,gimn.,True,False,False,False,małopolskie,bocheński,Łapanów,12,1,5
16075,Publiczne Gimnazjum,119,Tarnawa,32-741,Tarnawa,gimn.,True,False,False,False,małopolskie,bocheński,Łapanów,12,1,5
35014,Publiczna Szkoła Podstawowa,80,Zbydniów,32-741,Tarnawa,SP,,,,,małopolskie,bocheński,Łapanów,12,1,5
35012,Publiczna Szkoła Podstawowa im. ks. Jana Twardowskiego w Cichawce,8,Cichawka,32-740,Łapanów,SP,,,,,małopolskie,bocheński,Łapanów,12,1,5
35015,Zespół Szkół - Publiczna Szkoła Podstawowa im. Jana Kasprowicza,100,,32-742,Sobolów,SP,,,,,małopolskie,bocheński,Łapanów,12,1,5
35016,Publiczna Szkoła Podstawowa im. M. Kopernika w Grabiu,60,Grabie,32-740,Łapanów,SP,,,,,małopolskie,bocheński,Łapanów,12,1,5
35017,Publiczna Szkoła Podstawowa im. Św. Jana Kantego w Łapanowie,195,,32-740,Łapanów,SP,,,,,małopolskie,bocheński,Łapanów,12,1,5
16072,Zespół Szkół w Lipnicy Murowanej – Publiczne Gimnazjum im. ks. Stanisława Wiśniowskiego,59,Lipnica Murowana,32-724,Lipnica Murowana,gimn.,True,False,False,False,małopolskie,bocheński,Lipnica Murowana,12,1,4
16073,Zespół Szkół w Rajbocie – Publiczne Gimnazjum im. Antoniny Prorokowej,362,Rajbrot,32-725,Rajbrot,gimn.,True,False,False,False,małopolskie,bocheński,Lipnica Murowana,12,1,4
35009,Zespół Szkół w Lipnicy Murowanej - Publiczna Szkoła Podstawowa im. Kazimierza Brodzińskiego,59,,32-724,Lipnica Murowana,SP,,,,,małopolskie,bocheński,Lipnica Murowana,12,1,4
35010,Zespół Szkół w Rajbrocie - Publiczna Szkoła Podstawowa w Rajbrocie im. Jana Pawła II,362,,32-725,Rajbrot,SP,,,,,małopolskie,bocheński,Lipnica Murowana,12,1,4
35805,Szkoła Podstawowa im. Tadeusza Kościuszki w Jeżówce,253,Jeżówka,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
16431,Gimnazjum w Dłużcu,7,Dłużec,32-340,Wolbrom,gimn.,True,False,False,False,małopolskie,olkuski,Wolbrom,12,12,7
16427,Zespół Szkół w Wolbromiu – Gimnazjum nr 2 w Wolbromiu,Pod Lasem 1,Wolbrom,32-340,Wolbrom,gimn.,True,False,False,False,małopolskie,olkuski,Wolbrom,12,12,7
16430,Zespół Szkół w Gołaczewach – Gimnazjum w Gołaczewach,Stara Wieś 17A,Gołaczewy,32-340,Wolbrom,gimn.,True,False,False,False,małopolskie,olkuski,Wolbrom,12,12,7
16432,Zespół Szkół-Gimnazjum im. Kardynała S. Wyszyńskiego w Wierzchowisku,32B,Wierzchowisko,32-340,Wierzchowisko,gimn.,True,False,False,False,małopolskie,olkuski,Wolbrom,12,12,7
16433,Zespół Szkół w Zarzeczu-Gimnazjum im. Króla Władysława Łokietka w Zarzeczu,Szkolna 2,Zarzecze,32-340,Wolbrom,gimn.,True,False,False,False,małopolskie,olkuski,Wolbrom,12,12,7
35806,Szkoła Podstawowa w Chełmie,98,Chełm,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35803,Zespół Szkół w Gołaczewach - Szkoła Podstawowa im. Wł. Stanisława Reymonta,Stara Wieś 17A,Gołaczewy,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35807,Szkoła Podstawowa im. Króla Jana III Sobieskiego w Dłużcu,7,Dłużec,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35808,Szkoła Podstawowa im. Oddziału AL Bartosza Głowackiego,,Łobzów,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35800,Szkoła Podstawowa nr 1 im. H. Sienkiewicza,Mariacka 28,,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35801,Zespół Szkół w Wolbromiu - Szkoła Podstawowa Nr 2 im. Adama Mickiewicza w Wolbromiu,Pod Lasem 1,,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35802,Niepubliczna Szkoła Podstawowa w Porębie Dzierżnej,148,Poręba Dzierżna,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35804,Szkoła Podstawowa im. Marii Konopnickiej w Kąpielach Wielkich,75 A,Kąpiele Wielkie,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35809,Niepubliczna Szkoła Podstawowa w Porębie Górnej,62,Poręba Górna,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35810,Zespół Szkół - Szkoła Podstawowa w Wierzchowisku,32b,Wierzchowisko,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
35811,Zespół Szkół w Zarzeczu - Szkoła Podstawowa im. Króla Władysława Łokietka w Zarzeczu,Szkolna 2,Zarzecze,32-340,Wolbrom,SP,,,,,małopolskie,olkuski,Wolbrom,12,12,7
75932,Gimnazjum nr 4 w Wolbromiu,os. Władysława Łokietka 10,,32-340,Wolbrom,gimn.,,,,,małopolskie,olkuski,Wolbrom,12,12,7
16415,Gimnazjum w Podlipiu,153,Podlipie,32-329,Bolesław,gimn.,True,False,False,False,małopolskie,olkuski,Bolesław,12,12,3
16414,Zespół Szkół-Gimnazjum im. płk. Fr. Nullo w Krzykawie,54,Krzykawa,32-329,Bolesław,gimn.,True,False,False,False,małopolskie,olkuski,Bolesław,12,12,3
16413,Publiczne Gimnazjum im. Komisji Edukacji Narodowej w Bolesławiu,Główna 96,Bolesław,32-329,Bolesław,gimn.,True,False,False,False,małopolskie,olkuski,Bolesław,12,12,3
35765,Zespół Szkół Szkoła Podstawowa im. płk. Fr. Nullo w Krzykawie,54,Krzykawa,32-329,Bolesław,SP,,,,,małopolskie,olkuski,Bolesław,12,12,3
35766,Szkoła Podstawowa im. Stanisława Staszica w Bolesławiu,Główna 96,,32-329,Bolesław,SP,,,,,małopolskie,olkuski,Bolesław,12,12,3
35767,Szkoła Podstawowa im. Jana Brzechwy w Podlipiu,153,Podlipie,32-329,Bolesław,SP,,,,,małopolskie,olkuski,Bolesław,12,12,3
16411,Zespół Szkół nr 1-Gimnazjum nr 1 w Bukownie,Szkolna 8,Bukowno,32-332,Bukowno,gimn.,True,False,False,False,małopolskie,olkuski,Bukowno,12,12,1
16412,Zespół Szkół nr 2-Gimnazjum nr 2 w Bukownie,Sławkowska 133,Bukowno,32-332,Bukowno,gimn.,True,False,False,False,małopolskie,olkuski,Bukowno,12,12,1
35762,Zespół Szkół nr 1 - Szkoła Podstawowa nr 1 im. 1000-lecia Państwa Polskiego,Szkolna 8,,32-332,Bukowno,SP,,,,,małopolskie,olkuski,Bukowno,12,12,1
35763,Zespół Szkół Nr 2 - Szkoła Podstawowa Nr 2 im. Wł. St. Reymonta w Bukownie,Sławkowska 133,,32-332,Bukowno,SP,,,,,małopolskie,olkuski,Bukowno,12,12,1
16420,Gimnazjum nr 2 w Olkuszu,Żeromskiego 1,Olkusz,32-305,Olkusz,gimn.,True,False,False,False,małopolskie,olkuski,Olkusz,12,12,5
16421,Gimnazjum nr 3 im. Aleksandra hr. Fredry w Olkuszu,Korczaka 7,Olkusz,32-300,Olkusz,gimn.,True,False,False,False,małopolskie,olkuski,Olkusz,12,12,5
16418,Gimnazjum z Oddziałami Integracyjnymi nr 1 w Olkuszu,Kochanowskiego 2,Olkusz,32-300,Olkusz,gimn.,True,False,False,False,małopolskie,olkuski,Olkusz,12,12,5
16419,Gimnazjum nr 4 im. Cypriana Kamila Norwida,Kosynierów 14,Olkusz,32-300,Olkusz,gimn.,True,False,False,False,małopolskie,olkuski,Olkusz,12,12,5
16422,Gimnazjum dla Młodzieży w Olkuszu Zakładu Doskonalenia Zawodowego w Katowicach,Francesco Nullo 20,Olkusz,32-300,Olkusz,gimn.,False,False,False,False,małopolskie,olkuski,Olkusz,12,12,5
16423,Gimnazjum Specjalne Nr 5,Kochanowskiego 2,,32-305,Olkusz,gimn.,True,False,True,False,małopolskie,olkuski,Olkusz,12,12,5
35782,Szkoła Podstawowa nr 6 im. F. Chopina,Długa 67,,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35787,Szkoła Podstawowa im. M. Konopnickiej,152,Kosmolów,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35778,Szkoła Podstawowa nr 3 im. Marcina Biema w Olkuszu,Kapitana Hardego 11a,,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35779,Szkoła Podstawowa nr 4,Francesco Nullo 36,,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35775,Szkoła Podstawowa nr 1 im. Mikołaja Kopernika w Olkuszu,Jana Kantego 5,,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35776,Szkoła Podstawowa nr 10 im. Kornela Makuszyńskiego,Żeromskiego 1,,32-305,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35777,Szkoła Podstawowa nr 2 z Oddziałami Integracyjnymi im. Jarosława Iwaszkiewicza w Olkuszu,Kochanowskiego 2,,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35780,Szkoła Podstawowa Nr 8 Specjalna,Kochanowskiego 2,,32-305,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35781,Szkoła Podstawowa nr 5 im. Marcina Bylicy w Olkuszu,Cegielniana 24,,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35783,Szkoła Podstawowa nr 9 im. ppłk. pil. Stanisława Skarżyńskiego,Kosynierów 14,,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35784,Szkoła Podstawowa im. Jana Pawła II w Braciejówce,60,Braciejówka,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35785,Szkoła Podstawowa im. Henryka Sienkiewicza w Gorenicach,Krakowska 51,,32-327,Gorenice,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35786,Szkoła Podstawowa im. kapitana pilota Władysława Gnysia w Żuradzie,10a,Żurada III,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35788,Szkoła Podstawowa im. Jana Kochanowskiego w Osieku,79 B,Osiek,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35790,Szkoła Podstawowa im. Marii Dąbrowskiej w Sienicznie,Marii Dąbrowskiej 14,Sieniczno,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35791,Szkoła Podstawowa im. Obrońców Warszawy w Zedermanie,99,Zederman,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
35792,Szkoła Podstawowa im. Wojska Polskiego w Zawadzie,110,Zawada,32-327,Gorenice,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
45861,Publiczna Szkoła Podstawowa im. Juliusza Słowackiego,394,Witeradów,32-300,Olkusz,SP,,,,,małopolskie,olkuski,Olkusz,12,12,5
16416,Gimnazjum im. Legionistów Józefa Piłsudskiego w Bydlinie,Legionów 32,Bydlin,32-310,Klucze,gimn.,True,False,False,False,małopolskie,olkuski,Klucze,12,12,4
16417,Gimnazjum im. Jana Pawła II w Kluczach,Zawierciańska 30,Klucze,32-310,Klucze,gimn.,True,False,False,False,małopolskie,olkuski,Klucze,12,12,4
35771,Zespół Szkolno-Przedszkolny - Szkoła Podstawowa im. Marszałka Józefa Piłsudskiego w Bydlinie,Legionów 32,Bydlin,32-310,Klucze,SP,,,,,małopolskie,olkuski,Klucze,12,12,4
35769,Szkoła Podstawowa im. Mikołaja Kopernika w Rodakach,Strażacka 11,Rodaki,32-310,Klucze,SP,,,,,małopolskie,olkuski,Klucze,12,12,4
35768,Szkoła Podstawowa im. Jana Pawła II w Kluczach,Zawierciańska 30,,32-310,Klucze,SP,,,,,małopolskie,olkuski,Klucze,12,12,4
35770,Szkoła Podstawowa im. Leona Kruczkowskiego w Ryczówku,Dolna 12,Ryczówek,32-310,Klucze,SP,,,,,małopolskie,olkuski,Klucze,12,12,4
35772,Szkoła Podstawowa im. Orła Białego w Jaroszowcu,Kolejowa 18,Jaroszowiec,32-310,Klucze,SP,,,,,małopolskie,olkuski,Klucze,12,12,4
35773,Szkoła Podstawowa im. T. Kościuszki w Chechle,Kluczewska 56,Chechło,32-310,Klucze,SP,,,,,małopolskie,olkuski,Klucze,12,12,4
35774,Szkoła Podstawowa im. Unii Europejskiej w Kwaśniowie Dolnym,Basztowa 2,Kwaśniów Dolny,32-310,Klucze,SP,,,,,małopolskie,olkuski,Klucze,12,12,4
16424,Gimnazjum w Zespole Szkół im. Wincentego Witosa w Zadrożu,69,Zadroże,32-353,Trzyciąż,gimn.,True,False,False,False,małopolskie,olkuski,Trzyciąż,12,12,6
16425,Zespół Szkół w Jangrocie – Publiczne Gimnazjum,83,Jangrot,32-353,Trzyciąż,gimn.,True,False,False,False,małopolskie,olkuski,Trzyciąż,12,12,6
16426,Zespół Szkół-Gimnazjum im. św. Królowej Jadwigi w Suchej,Sucha - Parcela 32,Sucha,32-353,Trzyciąż,gimn.,True,False,False,False,małopolskie,olkuski,Trzyciąż,12,12,6
35799,Niepubliczna Szkoła Podstawowa im. Jana Pawła II w Trzyciążu,70,,32-353,Trzyciąż,SP,,,,,małopolskie,olkuski,Trzyciąż,12,12,6
35793,Szkoła Podstawowa w Zespole Szkół im. Wincentego Witosa w Zadrożu,69,Zadroże,32-353,Trzyciąż,SP,,,,,małopolskie,olkuski,Trzyciąż,12,12,6
35795,Zespół Szkół - Szkoła Podstawowa w Jangrocie,83,Jangrot,32-353,Trzyciąż,SP,,,,,małopolskie,olkuski,Trzyciąż,12,12,6
35797,Zespół Szkół - Szkoła Podstawowa im. Św. Królowej Jadwigi w Suchej,- Parcela 32,Sucha,32-353,Trzyciąż,SP,,,,,małopolskie,olkuski,Trzyciąż,12,12,6
46286,Niepubliczna Szkoła Podstawowa w Tarnawie,152,Tarnawa,32-353,Trzyciąż,SP,,,,,małopolskie,olkuski,Trzyciąż,12,12,6
46287,Niepubliczna Szkoła Podstawowa im Adama Mickiewicza w Michałówce,23,Michałówka,32-353,Trzyciąż,SP,,,,,małopolskie,olkuski,Trzyciąż,12,12,6
46288,Niepubliczna Szkoła Podstawowa w Imbramowicach,119,Imbramowice,32-353,Trzyciąż,SP,,,,,małopolskie,olkuski,Trzyciąż,12,12,6
16484,Gimnazjum Publiczne w Osielcu,,Osielec,34-234,Osielec,gimn.,True,False,False,False,małopolskie,suski,Jordanów,12,15,5
16483,Gimnazjum Publiczne w Łętowni,286,Łętownia,34-242,Łętownia,gimn.,True,False,False,False,małopolskie,suski,Jordanów,12,15,5
16485,Zespół Szkół w Naprawie – Gimnazjum,378,Naprawa,34-240,Jordanów,gimn.,True,False,False,False,małopolskie,suski,Jordanów,12,15,5
16486,Zespół Szkół-Publiczne Gimnazjum w Toporzysku,166,Toporzysko,34-240,Jordanów,gimn.,True,False,False,False,małopolskie,suski,Jordanów,12,15,5
16487,Gimnazjum Publiczne w Wysokiej,42,Wysoka,34-240,Jordanów,gimn.,True,False,False,False,małopolskie,suski,Jordanów,12,15,5
35898,Zespół Szkół w Naprawie - Szkoła Podstawowa,378,Naprawa,34-785,Jordanów,SP,,,,,małopolskie,suski,Jordanów,12,15,5
35902,Szkoła Podstawowa w Łętowni,286,,34-788,Łętownia,SP,,,,,małopolskie,suski,Jordanów,12,15,5
35899,Zespół Szkół - Szkoła Podstawowa im. Jana Kochanowskiego w Toporzysku,166,Toporzysko,34-240,Jordanów,SP,,,,,małopolskie,suski,Jordanów,12,15,5
35900,Szkoła Podstawowa w Osielcu,,,34-234,Osielec,SP,,,,,małopolskie,suski,Jordanów,12,15,5
35901,Szkoła Podstawowa im. Wojska Polskiego w Wysokiej,42,Wysoka,34-240,Jordanów,SP,,,,,małopolskie,suski,Jordanów,12,15,5
16481,Gimnazjum nr 2 w Bystrej,353,Bystra,34-235,Bystra,gimn.,True,False,False,False,małopolskie,suski,Bystra-Sidzina,12,15,4
16482,Gimnazjum nr 1 w Zespole Szkół im. Dzieci Zamojszczyzny,701,Sidzina,34-236,Sidzina,gimn.,True,False,False,False,małopolskie,suski,Bystra-Sidzina,12,15,4
35895,Szkoła Podstawowa nr 1 w Zespole Szkół im. Dzieci Zamojszczyzny,701,,34-236,Sidzina,SP,,,,,małopolskie,suski,Bystra-Sidzina,12,15,4
35896,Szkoła Podstawowa w Bystrej,353,,34-235,Bystra,SP,,,,,małopolskie,suski,Bystra-Sidzina,12,15,4
35897,Filia Szkoły Podstawowej nr 1 w Sidzinie,,,34-236,Sidzina,SP,,,,,małopolskie,suski,Bystra-Sidzina,12,15,4
16478,Publiczne Gimnazjum w Jordanowie,Konopnickiej 2,Jordanów,34-240,Jordanów,gimn.,True,False,False,False,małopolskie,suski,Jordanów,12,15,1
35884,Szkoła Podstawowa im. Bohaterów Września 1939 r. w Jordanowie,Kolejowa 7,,34-785,Jordanów,SP,,,,,małopolskie,suski,Jordanów,12,15,1
16479,Gimnazjum w Suchej Beskidzkiej,Płk. Semika 3,Sucha Beskidzka,34-200,Sucha Beskidzka,gimn.,True,False,False,False,małopolskie,suski,Sucha Beskidzka,12,15,2
35885,Zespół Szkół Szkoła Podstawowa Nr 1 i Gimnazjum w Suchej Beskidzkiej - Szkoła Podstawowa Nr 1,Płk. Tadeusza Semika 3,,34-200,Sucha Beskidzka,SP,,,,,małopolskie,suski,Sucha Beskidzka,12,15,2
35886,Szkoła Podstawowa Nr 2 im. Wł. Broniewskiego w Suchej Beskidzkiej,Zasypnicka 1,,34-200,Sucha Beskidzka,SP,,,,,małopolskie,suski,Sucha Beskidzka,12,15,2
35887,Filia Szkoły Podstawowej Nr 2 w Suchej Beskidzkiej,Błądzonka 73,,34-200,Sucha Beskidzka,SP,,,,,małopolskie,suski,Sucha Beskidzka,12,15,2
16480,Gimnazjum w Budzowie,553,Budzów,34-211,Budzów,gimn.,True,False,False,False,małopolskie,suski,Budzów,12,15,3
35893,Zespół Szkolno-Przedszkolny w Palczy,195,Palcza,34-211,Budzów,SP,,,,,małopolskie,suski,Budzów,12,15,3
35894,Szkoła Podstawowa im. Juliusza Słowackiego w Zachełmnej,112,Zachełmna,34-211,Budzów,SP,,,,,małopolskie,suski,Budzów,12,15,3
35890,Szkoła Podstawowa im. Świętej Królowej Jadwigi w Bieńkówce,398,,34-212,Bieńkówka,SP,,,,,małopolskie,suski,Budzów,12,15,3
35888,Zespół Szkolno-Przedszkolny w Baczynie,100,Baczyn,34-211,Budzów,SP,,,,,małopolskie,suski,Budzów,12,15,3
35889,Szkoła Podstawowa im. Marii Skłodowskiej-Curie,3,Jachówka,34-211,Budzów,SP,,,,,małopolskie,suski,Budzów,12,15,3
35891,Szkoła Podstawowa nr 1 im. Króla Kazimierza Wielkiego w Budzowie,225,,34-211,Budzów,SP,,,,,małopolskie,suski,Budzów,12,15,3
35892,Szkoła Podstawowa nr 2 im. Adama Mickiewicza,404,,34-211,Budzów,SP,,,,,małopolskie,suski,Budzów,12,15,3
16488,Zespół Szkół-Gimnazjum im. ks. dr Stanisława Czartoryskiego,Wolności 53,Maków Podhalański,34-220,Maków Podhalański,gimn.,True,False,False,False,małopolskie,suski,Maków Podhalański,12,15,6
16489,Zespół Szkół w Białce-Gimnazjum im. księdza Kardynała Stefana Wyszyńskiego w Białce,334,Białka,34-220,Maków Podhalański,gimn.,True,False,False,False,małopolskie,suski,Maków Podhalański,12,15,6
16490,Zespół Szkół-Gimnazjum im. Jana Pawła II w Juszczynie,268,Juszczyn,34-231,Juszczyn,gimn.,True,False,False,False,małopolskie,suski,Maków Podhalański,12,15,6
16491,Zespół Szkół w Grzechyni – Gimnazjum w Grzechyni,314,Grzechynia,34-220,Maków Podhalański,gimn.,True,False,False,False,małopolskie,suski,Maków Podhalański,12,15,6
35908,Zespół Szkół w Grzechyni - Szkoła Podstawowa im. Mikołaja Reja w Grzechyni,314,Grzechynia,34-220,Maków Podhalański,SP,,,,,małopolskie,suski,Maków Podhalański,12,15,6
35911,Szkoła Podstawowa im. M. Karłowicza,100,Wieprzec,34-231,Juszczyn,SP,,,,,małopolskie,suski,Maków Podhalański,12,15,6
35903,Zespół Szkół - Szkoła Podstawowa nr 1 im. Henryka Sienkiewicza,Wolności 53,,34-220,Maków Podhalański,SP,,,,,małopolskie,suski,Maków Podhalański,12,15,6
35904,Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich,Szkolna 3,,34-220,Maków Podhalański,SP,,,,,małopolskie,suski,Maków Podhalański,12,15,6
35905,Specjalna Szkoła Podstawowa,Moniuszki 1,,34-220,Maków Podhalański,SP,,,,,małopolskie,suski,Maków Podhalański,12,15,6
35906,Szkoła Podstawowa im. Fryderyka Chopina,154,Kojszówka,34-231,Juszczyn,SP,,,,,małopolskie,suski,Maków Podhalański,12,15,6
35907,Zespół Szkół w Białce - Szkoła Podstawowa im. Mikołaja Kopernika w Białce,334,Białka,34-220,Maków Podhalański,SP,,,,,małopolskie,suski,Maków Podhalański,12,15,6
35909,Zespół Szkół - Szkoła Podstawowa im. Świętej Jadwigi Królowej Polski w Juszczynie,268,,34-231,Juszczyn,SP,,,,,małopolskie,suski,Maków Podhalański,12,15,6
35910,Szkoła Podstawowa im. Jana Pawła II w Żarnówce,325,Żarnówka,34-220,Maków Podhalański,SP,,,,,małopolskie,suski,Maków Podhalański,12,15,6
75934,Specjalne Gimnazjum,Moniuszki 1,,34-220,Maków Podhalański,gimn.,,,,,małopolskie,suski,Maków Podhalański,12,15,6
16497,Zespół Szkół w Skawicy – Gimnazjum,278,Skawica,34-221,Skawica,gimn.,True,False,False,False,małopolskie,suski,Zawoja,12,15,8
16495,Zespół Szkół w Zawoi Centrum-Gimnazjum nr 1 im. Franciszka Krysty Zawoja Centrum,1551,Zawoja,34-222,Zawoja,gimn.,True,False,False,False,małopolskie,suski,Zawoja,12,15,8
16496,Gimnazjum nr 2,1570,Zawoja,34-223,Zawoja,gimn.,True,False,False,False,małopolskie,suski,Zawoja,12,15,8
35919,Zespół Szkół w Zawoi Centrum - Szkoła Podstawowa Nr 1 im. Hugona Zapałowicza Zawoja Centrum,1551,,34-222,Zawoja,SP,,,,,małopolskie,suski,Zawoja,12,15,8
35924,Szkoła Podstawowa nr 8 im. Stanisława Staszica w Zawoi Mosorne,900,,34-222,Zawoja,SP,,,,,małopolskie,suski,Zawoja,12,15,8
35920,Zespół Szkół w Skawicy - Szkoła Podstawowa Nr 1 im. Zenona Klemensiewicza,278,,34-221,Skawica,SP,,,,,małopolskie,suski,Zawoja,12,15,8
35921,Szkoła Podstawowa nr 2 w Zawoi im. Ks. Kardynała Karola Wojtyły,1570,,34-223,Zawoja,SP,,,,,małopolskie,suski,Zawoja,12,15,8
35922,Szkoła Podstawowa Nr 4 im. Św. Rafała Kalinowskiego w Zawoi,886,,34-222,Zawoja,SP,,,,,małopolskie,suski,Zawoja,12,15,8
35923,Szkoła Podstawowa nr 5 w Zawoi - Gołyni,35a,,34-222,Zawoja,SP,,,,,małopolskie,suski,Zawoja,12,15,8
16492,Gimnazjum nr 2 w Lachowicach,232B,Lachowice,34-232,Lachowice,gimn.,True,False,False,False,małopolskie,suski,Stryszawa,12,15,7
16493,Zespół Szkół Samorządowych-Gimnazjum nr 3 im. Kazimierza Pułaskiego w Krzeszowie,216,Krzeszów,34-206,Krzeszów,gimn.,True,False,False,False,małopolskie,suski,Stryszawa,12,15,7
16494,Gimnazjum nr 1 w Stryszawie,400A,Stryszawa,34-205,Stryszawa,gimn.,True,False,False,False,małopolskie,suski,Stryszawa,12,15,7
35916,Szkoła Podstawowa Nr 2 w Stryszawie,278b,,34-205,Stryszawa,SP,,,,,małopolskie,suski,Stryszawa,12,15,7
35913,Zespół Szkół Samorządowych - Szkoła Podstawowa im. Franciszka Nowickiego w Krzeszowie,216,,34-206,Krzeszów,SP,,,,,małopolskie,suski,Stryszawa,12,15,7
35914,Zespół Szkolno-Przedszkolny w Lachowicach - Szkoła Podstawowa w Lachowicach,392,,34-232,Lachowice,SP,,,,,małopolskie,suski,Stryszawa,12,15,7
35917,Szkoła Podstawowa im. Jana Kasprowicza w Kukowie,52,Kuków,34-206,Krzeszów,SP,,,,,małopolskie,suski,Stryszawa,12,15,7
35918,Szkoła Podstawowa Nr 3 w Stryszawie,496,,34-205,Stryszawa,SP,,,,,małopolskie,suski,Stryszawa,12,15,7
46104,Publiczna Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich w Hucisku-Pewelce,63,Pewelka,34-233,Hucisko,SP,,,,,małopolskie,suski,Stryszawa,12,15,7
46220,Publiczna Szkoła Podstawowa Stowarzyszenia Przyjaciół Szkół Katolickich w Kurowie,101a,Kurów,34-233,Hucisko,SP,,,,,małopolskie,suski,Stryszawa,12,15,7
16498,Gimnazjum w Zespole Szkół im. Kazimierza Przerwy-Tetmajera w Zembrzycach,Ks. Kobyłeckiego 490,Zembrzyce,34-210,Zembrzyce,gimn.,True,False,False,False,małopolskie,suski,Zembrzyce,12,15,9
16499,Gimnazjum w Tarnawie Dolnej,272,Tarnawa Dolna,34-210,Zembrzyce,gimn.,True,False,False,False,małopolskie,suski,Zembrzyce,12,15,9
35926,Szkoła Podstawowa im. Dywizjonu 303 w Śleszowicach,166A,Śleszowice,34-210,Zembrzyce,SP,,,,,małopolskie,suski,Zembrzyce,12,15,9
35925,Szkoła Podstawowa im. Bohaterów Westerplatte,120,Marcówka,34-120,Zembrzyce,SP,,,,,małopolskie,suski,Zembrzyce,12,15,9
35927,Szkoła Podstawowa w Zespole Szkół im. Kazimierza Przerwy-Tetmajera w Zembrzycach,ks. Kobyłeckiego 490,,34-210,Zembrzyce,SP,,,,,małopolskie,suski,Zembrzyce,12,15,9
