id_szkoly,egz_norm_sr_hum,egz_norm_std_hum,ewd_min90_hum,ewd_max90_hum,egz_norm_sr_mp,egz_norm_std_mp,ewd_min90_mp,ewd_max90_mp,gwiazdki_pow
20394,95.3,14.25,-3.02,-1.03,94.75,14.16,-3.35,-1.44,2.0
20395,95.34,14.15,-1.96,0.78,93.12,13.84,-3.71,-1.08,2.0
20396,103.92,12.66,-1.96,2.06,104.22,13.0,-2.63,1.22,5.0
20397,97.49,13.96,-2.55,-0.32,100.0,14.01,0.36,2.5,3.0
20398,93.08,14.5,-5.94,-2.23,95.35,13.8,-3.53,0.03,2.0
20399,94.91,13.28,-3.94,-1.39,97.92,13.23,-1.06,1.38,3.0
20400,98.83,13.71,-1.6,1.86,99.07,13.56,-0.8,2.52,3.0
20401,97.26,13.87,-5.51,-4.28,99.85,14.02,-2.97,-1.8,3.0
20403,96.9,14.36,-1.96,0.09,96.07,14.4,-2.56,-0.59,3.0
20404,99.34,13.06,-4.04,-2.16,98.57,13.28,-4.79,-2.99,3.0
20405,94.42,11.7,-0.88,3.61,96.11,11.03,1.17,5.48,3.0
20406,90.13,13.51,-7.0,-5.78,92.36,13.43,-4.48,-3.31,2.0
20407,89.17,12.61,-3.19,1.38,88.46,11.3,-3.42,0.97,2.0
20408,81.48,7.61,-3.63,2.71,84.19,6.67,-4.46,1.64,1.0
20409,95.54,15.37,-2.17,0.54,98.27,15.03,0.63,3.22,3.0
20410,96.13,12.66,-4.64,-1.21,97.07,12.7,-2.93,0.36,3.0
20411,110.08,12.59,2.99,5.14,107.77,12.97,0.34,2.4,5.0
20412,90.44,14.13,-5.54,-4.26,90.47,13.82,-5.47,-4.24,2.0
20413,107.88,12.13,2.07,3.8,105.59,12.68,-0.58,1.08,5.0
20414,93.49,13.39,-4.44,-3.13,93.79,13.25,-3.89,-2.63,3.0
20415,100.45,12.93,-0.58,1.13,99.28,13.14,-1.35,0.29,3.0
20416,95.59,12.6,-1.96,1.05,95.83,12.66,-1.28,1.62,3.0
20417,96.83,13.66,-1.93,0.0,95.85,13.73,-2.47,-0.62,3.0
20418,94.94,13.59,-3.33,-1.84,94.22,13.65,-4.04,-2.61,3.0
20419,94.11,13.67,-3.29,-1.6,94.54,13.53,-2.73,-1.11,3.0
20420,102.14,13.79,0.8,3.06,99.66,14.07,-1.22,0.95,4.0
20422,100.28,14.04,-2.19,0.65,103.42,14.51,0.72,3.44,4.0
20423,93.78,13.95,-3.63,-2.43,94.09,13.93,-3.0,-1.85,3.0
20424,93.78,12.77,-3.75,-1.67,93.52,12.66,-3.57,-1.58,3.0
20425,101.69,13.75,-1.43,0.75,98.74,14.03,-4.7,-2.6,4.0
20426,94.72,13.0,-3.92,-2.02,97.38,12.78,-0.95,0.87,3.0
20427,106.83,12.11,-2.24,-0.39,110.37,12.74,1.03,2.8,5.0
20428,97.03,13.21,-6.86,-5.72,98.27,13.39,-5.47,-4.38,3.0
20429,95.76,13.59,-4.21,-3.09,96.55,13.69,-3.1,-2.03,3.0
20431,95.46,13.4,-4.42,-2.48,93.15,13.56,-6.34,-4.48,3.0
20432,93.88,13.96,-5.76,-3.92,95.12,13.95,-4.18,-2.42,3.0
20433,94.09,13.38,-1.87,-0.09,94.08,13.07,-1.84,-0.13,3.0
20434,97.56,12.61,-3.89,-0.5,96.64,12.46,-4.24,-0.99,3.0
20435,95.06,12.95,-2.88,-1.15,95.98,12.79,-1.54,0.11,3.0
20436,99.43,12.93,-0.25,1.47,100.16,13.06,0.8,2.46,4.0
20438,94.71,12.8,-2.09,-0.18,93.0,12.55,-3.27,-1.44,3.0
20439,99.64,13.23,-0.85,0.24,97.9,13.34,-2.31,-1.27,4.0
20440,94.31,13.45,-4.64,-2.96,94.44,13.48,-4.25,-2.64,3.0
20441,94.98,13.5,-4.5,-2.46,94.76,13.63,-4.65,-2.69,3.0
20442,95.83,14.02,-1.72,0.41,95.64,13.87,-1.61,0.44,3.0
20443,95.63,12.71,-2.91,-0.56,93.89,12.52,-4.19,-1.93,3.0
20444,94.72,13.31,-2.84,-0.95,91.41,13.16,-5.85,-4.03,2.0
20445,91.69,13.36,-4.45,-2.17,93.13,12.9,-2.78,-0.6,2.0
20446,93.91,14.83,-3.95,-1.92,93.43,14.9,-4.4,-2.45,3.0
20447,98.11,14.65,-0.32,1.08,96.5,14.6,-1.6,-0.25,3.0
20448,99.59,14.37,-1.04,0.32,97.19,14.45,-3.35,-2.04,3.0
20449,94.37,13.99,-4.99,-1.81,95.15,13.93,-4.06,-1.01,3.0
20450,115.24,12.2,4.5,7.51,116.39,12.71,4.68,7.58,5.0
20451,101.67,13.12,-3.21,-1.76,103.43,13.44,-1.31,0.09,3.0
20452,108.85,11.99,0.77,3.36,113.15,12.72,4.41,6.89,4.0
20453,93.08,13.52,-4.72,-3.12,96.69,13.51,-1.07,0.47,3.0
20454,87.12,13.34,-6.41,-5.04,90.06,12.8,-3.58,-2.27,2.0
20456,92.64,13.71,-3.59,-2.13,94.14,13.26,-1.9,-0.51,3.0
20457,95.04,14.1,-3.9,-2.77,98.56,13.82,-0.23,0.86,3.0
20458,97.87,13.76,-2.56,-1.48,97.85,13.81,-2.42,-1.38,3.0
20459,108.68,11.14,-1.13,1.33,110.41,11.88,0.01,2.37,5.0
20461,93.14,14.16,-4.02,-2.51,94.43,13.82,-2.52,-1.06,2.0
20462,100.49,13.86,0.58,2.66,101.28,13.65,1.61,3.6,4.0
20463,92.52,13.67,-4.35,-2.74,92.47,13.34,-4.03,-2.48,2.0
20464,94.71,15.13,-3.35,-1.9,96.78,14.72,-1.49,-0.1,3.0
20465,97.88,12.8,0.23,3.55,96.37,13.11,-0.83,2.36,3.0
20466,98.0,13.3,-0.82,1.28,98.48,13.21,-0.31,1.72,3.0
20467,96.13,13.67,-0.42,2.57,94.55,13.45,-1.95,0.92,3.0
20468,99.5,12.93,-2.78,0.58,99.79,13.14,-2.67,0.55,3.0
20469,96.8,13.74,-5.0,-3.3,95.72,13.93,-5.8,-4.17,3.0
20470,96.03,13.78,-4.39,-2.88,98.53,13.79,-2.13,-0.68,3.0
20471,101.44,14.15,-1.95,0.11,102.65,14.36,-0.99,0.99,4.0
20472,97.08,13.57,-2.29,0.32,97.36,13.58,-1.42,1.08,3.0
20473,95.25,13.31,-4.31,-3.27,95.77,13.45,-3.47,-2.47,3.0
20474,75.25,10.08,-9.36,-6.21,78.31,9.23,-8.01,-4.99,1.0
20475,94.23,12.76,-3.5,-1.2,96.03,12.49,-1.18,1.02,3.0
20477,96.79,13.56,-5.78,-3.46,99.41,13.9,-2.7,-0.48,3.0
20478,95.74,13.27,-2.25,0.08,95.52,13.04,-1.9,0.33,2.0
20479,102.2,14.22,0.64,1.73,101.15,14.41,-0.44,0.61,4.0
20480,94.56,14.51,-3.47,0.07,95.84,14.12,-2.55,0.85,2.0
20482,101.95,12.79,-4.27,-1.73,102.75,13.2,-3.92,-1.48,3.0
20483,107.1,14.02,-0.35,0.82,108.77,14.54,0.81,1.94,4.0
20484,108.01,13.45,-2.64,-1.41,111.48,13.98,-0.03,1.15,4.0
20485,96.41,13.28,-3.63,-2.29,95.81,13.36,-4.11,-2.82,3.0
20486,92.01,13.35,-4.02,-2.49,91.85,13.12,-4.02,-2.55,2.0
20487,99.45,13.45,-3.69,-2.71,101.09,13.71,-1.99,-1.04,3.0
20488,98.48,13.6,-3.06,-1.92,99.1,13.73,-2.57,-1.48,3.0
20489,88.45,12.91,-6.24,-4.58,88.06,12.83,-6.66,-5.06,2.0
20490,92.49,13.27,-7.75,-6.31,97.42,13.27,-2.66,-1.28,2.0
20491,96.73,13.44,-3.47,-1.9,95.45,13.81,-4.63,-3.12,3.0
20492,110.61,10.73,0.04,2.53,111.01,10.97,0.71,3.1,4.0
20494,119.93,11.07,6.92,9.0,119.24,11.74,5.12,7.11,5.0
20499,120.05,11.29,5.73,7.43,123.26,12.39,7.1,8.73,5.0
20500,101.83,13.44,0.27,2.13,102.04,13.51,0.46,2.24,3.0
20501,109.69,11.32,2.05,5.9,110.08,12.59,2.15,5.84,3.0
20502,99.84,13.6,-1.63,0.37,99.72,13.55,-1.98,-0.06,3.0
20503,95.82,12.87,-5.63,-4.42,97.6,13.08,-3.93,-2.77,2.0
20504,93.02,13.43,-4.03,-2.65,92.86,13.1,-3.98,-2.66,2.0
20505,114.39,12.73,2.34,3.76,116.61,13.27,4.1,5.46,4.0
20506,101.21,13.17,-0.36,0.69,100.63,13.17,-0.72,0.28,3.0
20507,114.63,11.81,2.63,3.84,117.67,12.32,5.09,6.26,4.0
20508,93.31,13.25,-4.4,-3.0,94.25,13.12,-3.24,-1.9,2.0
20509,98.47,13.13,-2.31,-1.07,96.73,13.41,-4.04,-2.85,2.0
20510,100.28,12.43,-1.9,-0.33,99.7,12.77,-2.24,-0.73,3.0
20511,93.38,12.5,-2.11,0.12,93.05,12.48,-2.79,-0.64,2.0
20512,97.64,10.91,-4.65,-1.56,100.05,11.25,-1.96,1.01,3.0
20513,104.03,12.58,-2.14,-1.35,104.53,12.95,-1.7,-0.95,3.0
20514,96.19,13.04,-4.45,-3.34,98.07,13.14,-2.77,-1.71,2.0
20515,110.46,11.76,3.0,5.51,110.42,12.39,2.47,4.88,4.0
20556,97.55,13.45,-2.94,-1.86,99.04,13.52,-1.01,0.03,3.0
20557,79.61,10.44,-6.18,-2.51,83.68,9.53,-2.79,0.72,2.0
20558,95.12,10.94,-4.5,-0.17,94.13,11.07,-4.44,-0.28,
20559,112.8,12.19,4.0,6.8,113.71,12.56,4.5,7.19,5.0
20560,95.14,14.22,-2.93,-1.56,95.91,14.02,-2.21,-0.91,3.0
20561,95.8,13.87,-2.14,-0.55,96.81,13.89,-0.89,0.64,3.0
20562,96.95,13.59,-1.21,0.34,98.03,13.36,0.46,1.94,3.0
20564,96.79,13.71,-1.53,0.03,101.22,13.51,3.09,4.59,3.0
20565,91.01,13.22,-3.51,-0.47,93.42,12.47,-0.75,2.17,3.0
20566,98.51,14.12,-2.72,-1.55,99.97,14.14,-1.32,-0.19,3.0
20567,75.25,10.21,-8.89,-5.82,78.52,9.2,-7.52,-4.58,1.0
20568,93.64,14.57,-3.3,-1.34,97.4,14.26,0.77,2.65,3.0
20569,95.66,13.23,-4.51,-1.99,102.38,13.3,2.48,4.9,3.0
20570,99.06,13.21,0.04,2.88,97.29,13.27,-1.22,1.5,3.0
20571,96.15,12.93,-2.33,0.34,97.39,12.78,-0.45,2.12,3.0
20572,98.0,14.06,-2.93,-1.37,96.87,14.37,-3.93,-2.44,3.0
20573,95.18,14.1,-4.63,-3.25,95.92,14.06,-3.85,-2.53,3.0
20574,100.0,14.29,-1.98,-0.56,99.06,14.59,-2.74,-1.38,3.0
20575,73.04,9.54,-10.04,-6.95,78.35,8.85,-7.19,-4.22,1.0
20576,101.8,13.58,1.62,4.27,100.28,13.31,0.13,2.68,3.0
20577,98.3,13.12,-1.52,0.4,98.11,13.0,-1.1,0.74,3.0
20578,97.99,13.9,-1.33,0.07,98.53,13.68,-0.74,0.6,3.0
20579,96.68,14.43,-1.2,1.14,95.95,14.03,-2.05,0.19,3.0
20580,96.36,14.34,-1.07,0.21,97.02,14.18,-0.65,0.58,3.0
20581,92.43,13.51,-5.51,-1.1,93.78,12.83,-3.99,0.25,
20582,108.35,12.66,2.41,5.53,110.25,13.45,4.99,7.99,5.0
20583,95.21,12.76,-1.49,0.36,94.84,12.55,-1.45,0.33,3.0
20584,96.45,13.12,-3.59,-2.04,98.6,13.13,-1.04,0.45,3.0
20585,97.39,13.98,-2.71,-1.72,97.77,14.06,-2.17,-1.21,3.0
20586,91.96,13.36,-3.95,-2.69,93.77,13.1,-1.7,-0.48,3.0
20587,102.97,13.54,-0.28,0.57,103.26,13.93,0.05,0.87,4.0
20588,97.82,14.81,-2.01,-0.69,99.03,15.04,-1.08,0.18,3.0
20589,104.5,13.65,1.13,3.93,103.71,14.06,0.51,3.19,4.0
20592,83.81,10.86,-4.2,0.0,85.03,10.07,-4.39,-0.35,2.0
20594,96.72,13.98,-1.36,0.68,97.8,13.47,0.11,2.07,3.0
20595,95.42,13.46,-1.02,1.14,96.09,13.2,0.13,2.21,3.0
20596,96.26,13.57,-1.49,0.57,94.24,13.51,-3.14,-1.16,3.0
20597,94.41,13.11,-5.44,-2.91,96.67,13.01,-2.46,-0.03,3.0
20598,94.48,13.57,-2.01,-0.4,97.0,13.54,0.54,2.08,3.0
20599,94.41,13.88,-3.65,-2.13,97.19,13.68,-0.43,1.03,3.0
20601,74.91,10.82,-10.39,-6.54,77.99,9.97,-9.48,-5.78,1.0
20602,97.32,13.7,-2.2,-0.61,98.07,13.63,-1.22,0.3,3.0
20603,98.55,14.33,-1.27,0.68,98.58,14.49,-1.03,0.84,3.0
20604,74.77,8.0,-6.5,-1.44,79.83,7.5,-5.29,-0.43,
20605,95.66,13.37,-2.55,-0.89,96.97,13.38,-0.89,0.71,3.0
20606,97.6,12.43,-3.58,-0.19,100.37,12.58,-0.48,2.78,3.0
20607,96.56,13.78,-2.5,0.4,97.12,13.6,-1.79,0.99,3.0
20608,96.77,13.92,-0.49,0.76,97.46,13.69,0.41,1.62,3.0
20610,96.91,14.19,-3.16,-1.97,98.79,14.13,-1.25,-0.11,3.0
20611,93.3,13.99,-3.23,-0.41,94.48,13.83,-1.83,0.88,3.0
20613,93.43,13.69,-4.71,-3.2,94.74,13.47,-3.1,-1.66,2.0
20614,94.62,12.96,-4.82,-1.39,97.2,13.11,-1.74,1.55,3.0
20615,94.95,14.09,-4.05,-2.83,95.43,13.96,-3.61,-2.44,2.0
20616,100.37,13.87,-2.49,-1.46,101.36,14.12,-1.6,-0.61,5.0
20618,97.58,13.75,0.17,2.25,95.41,13.37,-1.9,0.09,3.0
20619,93.86,12.88,-2.32,0.12,95.38,12.31,-0.29,2.04,2.0
20620,95.29,13.04,-1.99,-0.43,99.7,12.7,2.58,4.07,3.0
20621,97.97,14.32,2.35,4.0,95.13,14.01,-0.25,1.33,3.0
20622,94.6,14.88,-4.09,-1.13,95.89,14.9,-2.66,0.19,2.0
20623,97.96,13.67,-2.69,0.38,97.56,13.73,-3.14,-0.2,3.0
20624,95.66,14.19,-2.69,-1.1,98.58,13.92,0.65,2.17,3.0
20625,93.37,14.31,-3.81,-2.15,97.98,14.19,0.89,2.48,3.0
20626,98.16,13.67,-2.49,-0.5,102.76,13.85,2.04,3.95,5.0
20627,97.8,12.79,0.61,2.96,94.48,12.58,-2.15,0.11,3.0
20628,96.79,13.96,-1.93,-0.21,98.15,13.96,-0.31,1.34,3.0
20629,95.7,13.87,-2.6,-1.57,96.95,13.83,-1.04,-0.05,3.0
20631,97.86,13.9,-1.77,0.43,95.37,13.97,-4.14,-2.03,3.0
20632,96.95,12.77,-0.69,1.29,99.06,12.73,1.75,3.65,3.0
20633,95.44,12.8,-3.36,-1.13,94.3,12.61,-3.48,-1.34,2.0
20634,96.34,14.06,-0.67,0.95,96.9,14.02,-0.02,1.53,3.0
20635,98.14,12.88,-3.21,-0.26,100.06,13.54,-0.64,2.18,4.0
20636,92.71,13.86,-1.45,0.88,93.4,13.75,-0.96,1.28,1.0
20637,98.65,14.84,0.09,2.04,96.89,14.54,-1.76,0.12,3.0
20638,98.69,13.99,-2.7,-1.33,100.24,14.2,-1.04,0.28,4.0
20639,97.79,14.61,-1.42,0.34,97.46,14.43,-1.58,0.1,3.0
20640,98.0,13.53,-2.48,-0.27,97.6,13.34,-2.63,-0.51,3.0
20642,99.27,13.41,-0.64,1.07,99.24,13.42,-0.43,1.21,3.0
20643,102.44,13.28,-1.46,-0.26,105.33,13.52,1.4,2.55,3.0
20644,91.68,13.35,-4.42,-2.58,93.53,13.0,-2.35,-0.58,2.0
20645,97.32,14.08,-1.63,0.22,97.67,13.91,-1.34,0.43,3.0
20646,98.5,13.88,-2.68,-1.23,100.02,13.71,-1.1,0.29,3.0
20647,95.76,13.53,-0.4,3.41,96.07,13.39,-0.02,3.63,2.0
20649,102.31,13.44,-0.56,1.45,103.92,13.64,1.17,3.1,3.0
20650,111.46,11.43,2.05,4.91,113.49,11.95,3.57,6.32,5.0
20651,96.92,13.48,-1.56,0.59,97.63,13.12,-1.28,0.78,3.0
20653,95.7,14.05,-5.21,-3.45,99.84,14.13,-1.33,0.36,3.0
20654,98.48,14.17,1.05,3.35,97.29,13.89,0.02,2.24,3.0
20655,95.14,13.83,-3.15,-2.01,95.57,13.52,-2.47,-1.38,2.0
20656,96.54,13.82,-4.67,-2.52,98.94,13.93,-2.14,-0.08,2.0
20657,98.26,13.51,-1.59,0.86,101.25,13.21,1.72,4.07,3.0
20658,99.86,12.76,-0.24,1.7,98.61,12.77,-1.05,0.81,3.0
20659,99.48,13.38,-1.62,-0.05,99.58,13.33,-1.44,0.06,3.0
20660,98.78,14.41,-0.47,1.45,99.44,13.9,-0.08,1.76,3.0
20661,100.59,13.44,-0.18,3.48,100.39,13.12,-0.1,3.42,3.0
20662,101.0,13.59,0.91,2.74,100.42,13.57,0.31,2.06,3.0
20663,97.9,14.32,1.72,4.06,103.63,13.74,7.26,9.51,3.0
20664,99.64,13.9,-2.37,-0.79,103.85,13.97,1.67,3.19,4.0
20665,96.02,13.64,-1.65,-0.04,97.73,13.34,0.44,1.97,1.0
20666,97.5,13.48,-1.72,0.02,97.64,13.21,-1.6,0.07,2.0
20667,99.85,13.37,0.1,2.73,100.42,12.97,0.85,3.36,3.0
20668,100.57,13.79,-0.42,1.02,100.45,13.96,-0.6,0.78,3.0
20669,99.52,13.41,-0.23,2.28,99.11,13.33,-0.54,1.87,3.0
20670,100.34,15.26,1.31,4.0,101.48,15.13,1.94,4.52,3.0
20671,96.94,13.61,-1.22,0.65,100.49,13.6,2.67,4.46,2.0
20672,102.25,13.73,0.07,2.37,103.35,13.76,1.35,3.55,5.0
20673,95.45,13.95,-5.51,-3.38,100.44,14.06,-0.41,1.64,2.0
20674,100.5,13.58,2.25,5.51,101.26,13.25,3.33,6.46,3.0
20675,102.44,15.22,2.84,6.8,100.67,14.43,0.97,4.77,4.0
20676,100.53,15.22,-0.91,2.18,102.91,15.28,1.31,4.28,4.0
20677,99.74,12.99,-1.22,1.82,96.43,12.92,-4.07,-1.16,2.0
20678,101.21,14.58,-0.59,2.09,99.07,14.43,-2.87,-0.31,
20679,101.68,12.85,-1.94,0.1,100.82,12.94,-2.5,-0.54,4.0
20680,92.78,13.65,-4.61,-2.86,97.76,13.21,0.71,2.4,2.0
20681,99.13,13.39,-0.72,0.96,96.8,13.34,-2.63,-1.03,3.0
20682,98.88,14.0,-1.95,-0.65,99.02,14.05,-1.7,-0.45,3.0
20683,100.54,13.56,1.05,2.38,100.13,13.52,1.02,2.3,4.0
20684,93.96,13.33,-5.29,-3.28,94.4,13.29,-4.88,-2.95,1.0
20685,95.26,13.79,-2.81,-0.74,98.22,13.51,0.4,2.39,3.0
20687,96.78,13.5,-1.95,-0.35,99.19,13.5,0.81,2.35,3.0
20688,98.05,12.81,-2.23,-0.2,99.47,12.71,-0.18,1.77,3.0
20689,96.4,14.05,-1.7,0.29,97.53,13.91,-0.37,1.53,3.0
20690,98.72,13.66,0.04,2.19,101.37,13.04,2.66,4.72,4.0
20691,98.16,13.88,0.0,2.8,99.68,13.44,1.64,4.33,3.0
20692,102.41,13.44,1.27,2.51,102.66,13.67,1.79,2.98,4.0
20693,97.66,14.13,-1.46,-0.28,97.94,14.07,-0.98,0.14,3.0
20695,99.22,13.31,3.46,5.28,95.39,13.12,-0.25,1.49,3.0
20696,96.71,14.23,-1.21,0.65,106.97,13.85,9.2,10.98,4.0
20697,94.48,13.4,-0.81,1.72,101.32,13.17,6.19,8.62,3.0
20698,96.94,13.8,-1.47,1.01,103.3,13.31,5.41,7.79,4.0
20699,100.99,14.24,-0.7,1.52,103.12,14.28,1.35,3.48,4.0
20700,93.76,13.12,-6.62,-1.77,99.09,12.34,-1.72,2.94,3.0
20701,89.85,14.68,-7.52,-5.97,95.18,14.35,-2.51,-1.02,1.0
20702,95.72,14.14,-3.2,-1.69,96.21,13.96,-2.18,-0.73,2.0
20703,96.03,13.07,-4.37,-2.21,98.15,12.75,-2.19,-0.12,3.0
20704,95.06,14.0,-2.89,-0.28,94.08,14.23,-3.38,-0.88,
20705,96.77,14.18,-2.53,-1.0,97.39,13.89,-1.92,-0.45,3.0
20706,99.3,14.06,-0.78,2.8,102.4,13.8,2.4,5.83,4.0
20707,98.06,12.89,-3.6,-1.56,101.34,13.09,-0.55,1.41,3.0
20708,98.86,14.13,0.23,2.87,95.02,13.47,-3.46,-0.93,3.0
20709,97.67,13.84,-2.29,-0.28,102.12,13.95,2.18,4.1,4.0
20710,94.2,14.82,-7.37,-5.51,98.55,15.0,-3.15,-1.36,3.0
20711,92.01,14.14,-3.3,-1.37,92.99,13.65,-2.15,-0.3,1.0
20712,95.75,13.8,-0.81,2.86,94.38,13.5,-2.23,1.29,2.0
20713,99.57,14.54,1.07,3.02,98.07,14.54,-0.5,1.36,3.0
20714,94.9,14.26,-2.17,-1.02,95.53,13.85,-1.44,-0.33,3.0
20715,98.0,13.94,-2.68,-1.08,100.75,14.08,0.28,1.81,4.0
20716,95.48,13.95,-2.25,-0.99,96.42,13.83,-1.25,-0.04,3.0
20717,97.69,13.6,-1.77,-0.36,97.72,13.74,-1.25,0.1,3.0
20718,97.81,14.79,-0.45,1.53,99.02,14.1,0.69,2.59,3.0
20719,96.35,13.9,-1.66,0.32,100.67,13.57,2.83,4.72,3.0
20720,95.39,13.8,-3.64,-2.3,98.89,13.54,0.23,1.51,3.0
20721,80.56,11.63,-5.5,-1.48,84.31,10.27,-3.25,0.61,1.0
20722,92.61,13.59,-5.95,-4.17,97.89,13.46,-0.43,1.27,3.0
20723,95.92,13.85,-2.53,-0.58,99.02,13.96,0.92,2.79,3.0
20724,98.0,14.2,-1.54,-0.23,96.42,14.12,-2.92,-1.66,3.0
20726,97.38,14.34,-2.49,-0.77,99.31,14.2,-0.72,0.93,3.0
20727,104.44,14.23,3.18,5.32,100.08,14.36,-1.01,1.04,4.0
20728,92.25,13.63,-1.95,-0.35,97.16,12.98,2.89,4.43,3.0
20729,97.25,13.41,0.39,2.12,95.44,13.15,-0.79,0.86,3.0
20730,99.12,14.65,0.08,2.15,102.09,14.53,3.09,5.07,4.0
20731,94.81,14.88,-2.93,-0.48,99.42,14.27,2.02,4.37,3.0
20732,96.81,13.6,-4.15,-2.33,99.38,14.03,-1.43,0.31,3.0
20733,95.74,13.5,0.06,1.89,96.99,13.36,1.43,3.19,3.0
20734,95.87,13.78,-3.08,-0.3,99.44,13.36,0.57,3.23,3.0
20735,93.57,14.24,-4.05,-2.99,94.84,14.1,-2.52,-1.51,3.0
20736,90.32,13.28,-3.83,-1.82,91.78,12.72,-1.96,-0.03,2.0
20737,95.69,14.6,-2.38,-0.73,97.56,14.23,-0.39,1.19,3.0
20738,94.67,14.54,-3.17,-1.64,94.43,14.16,-3.31,-1.85,3.0
20741,105.41,14.18,2.9,4.42,103.36,14.39,0.93,2.39,5.0
20742,100.44,13.78,-1.59,-0.04,101.15,13.98,-0.74,0.75,3.0
20743,99.13,13.34,-2.41,-0.77,103.07,13.37,1.63,3.2,3.0
20744,101.42,14.0,0.15,2.02,101.85,14.13,0.57,2.36,4.0
20745,99.69,14.08,-0.95,0.26,100.08,14.21,-0.51,0.65,3.0
20746,99.74,13.25,0.79,2.35,99.03,13.11,0.21,1.7,3.0
20747,93.96,13.23,-1.73,-0.13,94.25,13.01,-1.06,0.48,1.0
20748,98.24,13.9,-1.96,0.17,101.93,13.79,2.11,4.16,3.0
20749,97.9,13.42,-1.39,0.57,102.35,13.59,3.67,5.54,3.0
20750,97.57,14.66,-2.47,-0.37,98.02,14.19,-2.04,-0.01,2.0
20751,98.44,13.2,-1.19,1.36,103.43,13.33,4.37,6.82,3.0
20752,97.64,12.48,-2.1,1.48,96.35,11.95,-3.27,0.16,2.0
20753,98.09,13.9,-1.93,-0.52,100.72,13.89,0.71,2.07,3.0
20754,96.95,13.45,0.34,2.43,96.93,13.44,0.55,2.56,2.0
20755,100.08,13.55,0.3,2.79,99.75,13.68,0.05,2.44,3.0
20756,94.7,13.19,-2.04,0.41,97.31,13.11,0.76,3.11,3.0
20757,95.4,13.22,-3.09,-1.69,97.44,13.31,-0.76,0.58,3.0
20758,94.96,13.99,-3.79,-2.62,97.21,13.74,-1.44,-0.32,3.0
20760,95.89,13.32,-1.8,0.01,95.06,13.03,-2.18,-0.45,2.0
20761,94.84,14.17,-1.61,-0.38,95.99,13.75,-0.47,0.72,2.0
20762,101.09,13.56,0.72,2.59,101.47,13.74,1.12,2.92,4.0
20763,100.8,13.88,-1.55,-0.25,102.31,14.14,-0.1,1.15,5.0
20764,96.36,13.1,-1.74,0.47,96.65,12.86,-0.93,1.19,3.0
20765,93.72,12.46,-2.68,0.01,93.49,12.4,-2.63,-0.05,2.0
20766,95.88,12.99,-3.56,-1.06,94.64,12.81,-4.23,-1.83,2.0
20767,98.74,12.59,-0.47,2.33,98.9,12.8,0.04,2.72,3.0
20768,101.03,13.73,-0.49,1.36,99.9,13.81,-1.3,0.47,4.0
20769,94.5,14.43,-2.45,0.64,95.34,14.2,-1.74,1.22,2.0
20770,97.42,13.38,-2.29,-0.76,101.19,13.39,1.76,3.23,4.0
20771,98.73,14.07,-1.33,1.19,101.0,14.0,1.03,3.44,3.0
20772,99.16,12.94,0.1,2.16,101.19,12.96,2.16,4.14,3.0
20773,95.36,13.77,-2.73,0.17,97.38,13.93,-0.73,2.06,2.0
20774,96.61,13.55,-2.04,-0.42,96.22,13.49,-1.95,-0.4,2.0
20775,105.8,14.56,4.0,6.12,107.08,14.58,5.17,7.2,5.0
20776,98.29,13.97,-1.38,0.44,101.86,14.11,2.37,4.12,3.0
20777,96.34,13.42,-3.28,-1.78,97.03,13.42,-2.38,-0.95,3.0
20780,94.59,13.0,-3.83,-1.59,99.12,13.06,0.51,2.67,3.0
20781,94.11,11.65,-2.12,1.38,94.26,11.26,-1.12,2.24,2.0
20782,94.51,12.96,-5.07,-1.26,95.69,12.35,-3.42,0.23,2.0
20783,96.4,13.78,-1.92,0.0,96.28,13.64,-2.08,-0.24,2.0
20784,100.04,13.45,-2.44,1.23,98.96,13.44,-3.33,0.18,3.0
20785,100.64,14.03,0.3,2.33,97.75,14.04,-2.35,-0.39,3.0
20786,97.78,14.01,-1.16,1.79,98.9,13.95,0.39,3.22,3.0
20787,97.96,13.07,-3.26,-0.57,102.37,12.89,1.55,4.13,3.0
20788,96.94,12.15,-2.17,1.07,100.31,11.83,1.72,4.82,3.0
20789,93.39,12.62,-3.43,-1.14,92.66,11.98,-3.6,-1.4,2.0
20790,92.65,13.63,-1.96,-0.29,94.45,13.19,0.03,1.63,2.0
20791,96.75,13.39,-2.24,-0.94,95.97,13.31,-2.77,-1.53,3.0
20792,100.43,13.39,1.45,3.03,97.56,13.4,-1.1,0.42,5.0
20794,96.42,14.0,-0.86,1.88,93.85,13.42,-3.56,-0.93,3.0
20795,96.09,13.43,-2.43,-1.06,94.52,13.37,-3.63,-2.32,3.0
20796,98.51,13.19,-2.93,-0.72,101.34,13.27,-0.3,1.82,4.0
20797,97.46,12.68,-2.57,-0.24,99.82,12.83,0.07,2.3,4.0
20798,76.14,8.69,-8.43,-3.77,81.54,7.82,-5.88,-1.4,1.0
20799,94.12,13.8,-4.33,-3.02,94.79,13.66,-3.29,-2.03,3.0
20800,93.15,12.52,-3.07,0.39,92.73,11.93,-2.88,0.44,3.0
20801,98.66,14.09,0.16,2.64,98.93,13.93,0.7,3.07,4.0
20802,93.94,13.83,-3.88,-2.14,96.24,13.73,-1.58,0.09,3.0
